"748","0.784119554938202+-0.00003590683*DFF_SORT_IDVFX_1+-0.3905824*DFF_SORT_SICC2_4+0.07760147*DFF_SORT_SICC3_4+-0.1579707*DFF_SORT_SICC3_10+-0.01275623*DFF_SORT_SICC2_12","0.02"
"749","0.707811254568124+-2.316229*DFF_SORT_SICC2_4+-0.00002366397*DFF_SORT_IDVFX_1+0.3059279*DFF_SORT_SICC3_4+-0.1498444*DFF_SORT_SICC3_10+-0.2058801*DFF_SORT_SICC2_2","0.02"
"750","0.780004780730443+-0.00003389784*DFF_SORT_IDVFX_1+-0.4541094*DFF_SORT_SICC2_4+-0.01593423*DFF_SORT_SICC3_4+-0.01876648*DFF_SORT_SICC3_9+-0.09858069*DFF_SORT_SICC3_10","0.02"
"751","0.745012847052532+-0.00002815604*DFF_SORT_IDVFX_1+-1.069614*DFF_SORT_SICC2_4+-0.05515769*DFF_SORT_SICC3_4+-0.247871*DFF_SORT_SICC3_10+-0.03240601*DFF_SORT_SICC3_9","0.02"
"752","0.709449674149628+-0.00003097748*DFF_SORT_IDVFX_1+-1.073101*DFF_SORT_SICC2_4+0.2451807*DFF_SORT_SICC3_4+-0.03035427*DFF_SORT_SICC3_9+0.07191311*DFF_SORT_SICC3_10","0.02"
"753","0.739878614479514+-6.081925*DFF_SORT_SICC2_4+-0.0000232344*DFF_SORT_IDVFX_1+1.13136*DFF_SORT_SICC3_4+-0.9076052*DFF_SORT_SICC1_10+-0.01496492*DFF_SORT_RELVBDN_1","0.05"
"755","0.596099557452993+-0.7886876*DFF_SORT_SICC3_4+0.4110043*DFF_SORT_SICC2_4+-0.00001516781*DFF_SORT_IDVFX_1+-0.2926892*DFF_SORT_SICC3_11+-0.1490992*DFF_SORT_SICC3_9","0.02"
"756","0.485413140306217+-8.090071*DFF_SORT_SICC2_4+-2.253898*DFF_SORT_SICC2_10+1.718961*DFF_SORT_SICC3_4+0.00001922741*DFF_SORT_IDVFX_1+-0.1813376*DFF_SORT_SICC3_9","0.05"
"757","0.579453372034806+-0.5049776*DFF_SORT_SICC3_4+-0.1859966*DFF_SORT_SICC2_4+-0.00001214834*DFF_SORT_IDVFX_1+-0.1348349*DFF_SORT_SICC3_9+-0.2068261*DFF_SORT_SICC3_11","0.02"
"758","0.558619767102038+-3.747392*DFF_SORT_SICC2_4+0.4364138*DFF_SORT_SICC3_4+-0.0000005167322*DFF_SORT_IDVFX_1+-1.064389*DFF_SORT_SICC1_10+-0.429771*DFF_SORT_SICC3_9","0.03"
"759","0.500232421910148+-2.500187*DFF_SORT_SICC2_4+0.3666915*DFF_SORT_SICC3_4+0.000006900647*DFF_SORT_IDVFX_1+-0.2233605*DFF_SORT_SICC3_9+-0.1278571*DFF_SORT_SICC2_10","0.03"
"760","0.719845747295121+-9.324337*DFF_SORT_SICC2_4+1.917143*DFF_SORT_SICC3_4+-0.000005840394*DFF_SORT_IDVFX_1+-1.300439*DFF_SORT_SICC3_10+-0.1273924*DFF_SORT_RELVBDN_1","0.07"
"762","1.58782136596642+-1.466559*DFF_SORT_SICC1_12+69.8869*DFF_SORT_SICC2_8+-0.0002794616*DFF_SORT_IDVFX_1+0.3696989*DFF_SORT_SICC3_7+1.414122*DFF_SORT_SICC3_4","0.1"
"766","0.919647731805933+-0.00004826721*DFF_SORT_IDVFX_1+-1.083393*DFF_SORT_SICC1_4+-0.06877783*DFF_SORT_SICC3_9+0.2938292*DFF_SORT_SICC3_10+0.01986152*DFF_SORT_SICC2_12","0.02"
"767","0.379722543506437+36.23309*DFF_SORT_SICC1_8+-37.05165*DFF_SORT_SICC3_10+2.433533*DFF_SORT_SICC2_7+0.5314165*DFF_SORT_RELVBDP_1+9.505736*DFF_SORT_SICC2_9","0.13"
"768","-7.75682632381548+-51.17787*DFF_SORT_SICC1_9+-51.98007*DFF_SORT_SICC2_7+0.002510128*DFF_SORT_IDVFX_1+239.5673*DFF_SORT_SICC2_8+-91.08857*DFF_SORT_SICC1_11","0.21"
"769","5.64476315027516+67.84781*DFF_SORT_SICC3_8+0.4166079*DFF_SORT_SICC2_7+-2.238446*DFF_SORT_RELVBDN_1+4.285766*DFF_SORT_RELVBDJP_1+-16.42311*DFF_SORT_SICC3_7","0.22"
"770","-1.82831017071015+93.36944*DFF_SORT_SICC3_8+1.522506*DFF_SORT_RELVBDN_1+0.0002437095*DFF_SORT_IDVFX_1+-88.14387*DFF_SORT_SICC1_11+-8.177604*DFF_SORT_SICC1_9","0.01"
